Delivery_location_latitude,Delivery_location_longitude,price
18.52744505,73.83624677,92067.57
18.49844347,73.81950376,66691.3
18.56927793,73.76006991,36402.74
18.49062484,73.76055305,41873.08
18.51584571,73.88840225,46697.69
18.46176846,73.8415858,43812.56
18.45380261,73.79530433,37595.12
18.59439726,73.87279406,47801.39
18.57539702,73.80057162,53641.34
18.55439613,73.86552635,68093.62
18.51134294,73.82184175,69664.62
18.47599415,73.91471045,21955.98
18.47346556,73.91413923,39237.46
18.48753643,73.84547008,51866.46
18.532384,73.82016382,79622.2
18.55718939,73.82251196,52084.68
18.54902961,73.91114291,37985.7
18.49199008,73.8156359,39153.18
18.59322979,73.79181187,48609.26
18.56068454,73.76693767,28190.52
18.53315311,73.84333862,79866.44
18.54175811,73.84642642,96241.85
18.51294001,73.91818174,60189.97
18.48715965,73.79424774,23237.93
18.5033959,73.82619825,82339.64
18.56367692,73.91168115,42531.44
18.45215902,73.91472472,41994.91
18.4674109,73.82692222,61871.45
18.4569004,73.8418248,52769.83
18.45610932,73.81065718,44323.88
18.57831909,73.93651098,34575.24
18.55554868,73.77372875,41093.18
18.52112607,73.93674988,53644.86
18.46467512,73.88677329,44050.28
18.52374238,73.85631443,69032.65
18.52102077,73.75653181,60754.31
18.47598028,73.84511924,46488.78
18.51507775,73.83154962,75917.95
18.50977571,73.78224376,54825.61
18.54237751,73.88128192,54197.55
18.54526405,73.94423018,26073.02
18.4567956,73.86243776,55951.59
18.50619189,73.89295066,52455.59
18.54387899,73.76369009,45379.57
18.52547044,73.8335334,94652.45
18.57847348,73.7732717,30197.54
18.54880404,73.87255917,61747.2
18.47444016,73.93769643,24411.96
18.46058531,73.88235555,53703.18
18.54636289,73.76536061,54026.37
18.4539767,73.82093324,45790.7
18.53786634,73.86013268,84777.2
18.59103454,73.83064155,44516.48
18.53632113,73.9167288,38468.14
18.50822549,73.9129342,51084.08
18.54649323,73.8723662,62157.57
18.51873793,73.82469159,70485.08
18.53184252,73.80106727,59329.86
18.59121972,73.77117486,28429.73
18.5079154,73.82097954,70683.33
18.59417858,73.8326345,45994.33
18.5858026,73.88516459,46994.41
18.47936867,73.88163196,44654.86
18.4604042,73.76402163,43935.18
18.4651167,73.82905186,53912.32
18.45273327,73.78635577,31655.58
18.46416644,73.78136254,48518.84
18.55245102,73.91546043,31759.32
18.4606783,73.75838304,25009.18
18.49784634,73.83383658,47267.48
18.5767313,73.78364073,28825.55
18.45349079,73.92586604,36005.36
18.57217027,73.8614081,50652.39
18.49227822,73.79627613,54528.03
18.46772472,73.85048546,62013.42
18.55451057,73.89629727,65226.2
18.54434143,73.9416236,41933.8
18.5816208,73.7940892,27824.28
18.56026066,73.92723635,24106.06
18.57052214,73.93686082,36902.58
18.49230519,73.93328411,27010.48
18.47661593,73.87708287,44482.63
18.56259221,73.87596413,57720.07
18.57102521,73.83064213,49717.19
18.59857577,73.90047958,43313.54
18.51189265,73.8562588,76509.82
18.50580271,73.88548761,64748.61
18.56646194,73.83569158,62669.06
18.50112053,73.89629929,37117.89
18.5896136,73.9148943,35895.25
18.57876191,73.77928725,38535.17
18.5143491,73.91658594,56246.17
18.56263066,73.85805931,56841.14
18.56318143,73.91893318,35132.38
18.46546858,73.83626034,50084.35
18.58538294,73.8258081,48057.21
18.52578786,73.93301215,63773.1
18.57396862,73.80023385,49441.27
18.49800744,73.91884247,37289.73
18.58432848,73.84680411,44931.91
18.50838025,73.85281909,92802.37
18.45162565,73.81169366,56645.19
18.5858073,73.86460844,65270.65
18.463693,73.81504224,63309.64
18.49789705,73.75785388,44697.09
18.5925093,73.80439972,56431.78
18.59259107,73.75127581,26970.18
18.53601568,73.94567096,39834.08
18.54477558,73.94314944,37848.6
18.51726683,73.82903106,78079.5
18.49398162,73.89567417,58676.07
18.49929968,73.81916122,54000.53
18.55087777,73.88421863,59973.18
18.56285618,73.91108601,21592.43
18.56873686,73.93935125,21614.17
18.56844272,73.83004246,61561.22
18.46368092,73.9066596,26836.94
18.52416305,73.80318569,51362.53
18.45863381,73.94806646,37440.4
18.53242933,73.75515392,61250.41
18.51622958,73.87070576,92146.25
18.58315563,73.8819012,54301.27
18.50263725,73.88760911,60427
18.46756005,73.77407752,23518.68
18.47144875,73.93770596,32634.7
18.56422659,73.78623666,43673.19
18.54273271,73.87455068,60587.38
18.4651684,73.79453522,34534.14
18.46261602,73.81144328,44342.06
18.55514537,73.85929171,66001.61
18.46091445,73.83343868,47241.19
18.57327901,73.78204512,46270.93
18.55593633,73.78418728,40004.83
18.46220232,73.83362896,50228.13
18.46272566,73.9014566,22261.28
18.59799594,73.92959293,27601.64
18.50614062,73.76682553,58468.7
18.50559632,73.82862078,91623.3
18.57191994,73.77004911,38902.16
18.59208729,73.7533185,35646.23
18.59790016,73.88234374,61321.52
18.56300673,73.87048989,55894.68
18.50643894,73.78260382,51125.72
18.46252511,73.79676257,29222.12
18.56657204,73.75474155,46811.47
18.53376064,73.91698944,56444.63
18.5136333,73.94493812,45286.36
18.58595316,73.77709191,46576.54
18.46667962,73.79629504,34620.28
18.52389377,73.9236819,40626.26
18.45170305,73.93529276,23374.5
18.5202991,73.83392548,88072.24
18.45844549,73.76012449,45953.62
18.46782269,73.75787837,44223.26
18.46762894,73.86478997,61604.15
18.54738155,73.82857902,44154.62
18.56190673,73.75573049,24477.88
18.53750531,73.86665048,77434.96
18.59432588,73.75226051,47303.88
18.50623059,73.90747439,64239.18
18.49285681,73.81128656,46287.02
18.58028987,73.7580516,44519.43
18.48353938,73.86767044,59150.7
18.59448338,73.82953688,40867.59
18.45182317,73.94476008,37330.61
18.59548182,73.85883973,66085.45
18.45647399,73.80504784,47329.87
18.58367147,73.89188777,68828.09
18.52915517,73.8042984,38884.39
18.59894472,73.93084866,22923.27
18.46106948,73.82494439,43844.37
18.53307814,73.85997371,92194.16
18.59539538,73.76011462,34175.74
18.52846468,73.83522425,90992.44
18.5444098,73.91647271,51324.09
18.5543623,73.91112976,35045.85
18.51818116,73.79486371,56003.97
18.54413371,73.79521581,44501.2
18.53764715,73.91346106,59448.08
18.5851737,73.93607968,23648.94
18.45681696,73.76907218,39089.32
18.49214448,73.84001173,60123.8
18.59256172,73.81749086,66886.29
18.58353957,73.92413769,27358.79
18.51834851,73.76670498,49923.17
18.54301989,73.79222519,44794.27
18.49160718,73.90049367,32526.27
18.47821817,73.76025877,23201.41
18.51955476,73.84850708,71111.07
18.50300283,73.83842141,92193.73
18.53754842,73.81688024,89576.68
18.4616602,73.82891446,50516.42
18.59615922,73.85598812,66761.83
18.59793161,73.78227347,24079.54
18.55472426,73.86439918,60650.45
18.53041445,73.91108647,61432.37
18.49642914,73.90203219,60553.02
18.57206925,73.78077998,32840.04
18.55270968,73.77984989,44013.57
18.47439254,73.80363487,51870.23
18.58663908,73.82221495,65117.51
18.57338059,73.83169112,55836.23
18.59246999,73.88593944,64852.95
18.55885793,73.76133609,24013.71
18.54201228,73.75693454,49497.36
18.51273646,73.82838211,83592.6
18.58990927,73.88943274,60206.54
18.57990958,73.78868707,42525.81
18.4567828,73.8783009,69477.89
18.45395505,73.80196563,62616.65
18.50646951,73.92721722,41976.23
18.571583,73.92913799,45405.96
18.59809142,73.80945744,43575.76
18.47256253,73.79599875,38665.96
18.53911961,73.83226079,93566.69
18.50713363,73.79810632,34830.24
18.59548716,73.88447677,67398.02
18.57631784,73.91521294,44587.69
18.57574931,73.88461843,57020.5
18.52030397,73.91487009,44654.02
18.51222293,73.82939843,79247.22
18.49101106,73.78126339,49059.74
18.45845632,73.89759019,27094.05
18.57970836,73.8220949,57301.5
18.57193515,73.88425417,44404.46
18.59995765,73.80412879,46450.16
18.59949553,73.76624593,44556.05
18.53331476,73.94851636,44465.06
18.56534811,73.7812403,51229.54
18.59171486,73.9476842,35653.58
18.57744711,73.94545599,36125.25
18.48710222,73.90876362,22132.57
18.51758162,73.88188459,64082.9
18.46937391,73.86556141,47161.62
18.59310765,73.92322031,36779.29
18.5409262,73.8078879,43666.81
18.48429642,73.84353624,51513.73
18.5507551,73.87387799,61206.24
18.54271924,73.8322381,86946.73
18.50372441,73.83549729,71712.73
18.46703364,73.81605693,54033.79
18.55073598,73.86284636,65621.56
18.52804616,73.92011491,48685.69
18.56584776,73.79030568,26630.69
18.52802453,73.93688661,44783.6
18.57782723,73.88781753,48278.62
18.53278603,73.91465464,39161.62
18.5341407,73.86123814,78411.51
18.58149804,73.90590334,36857.16
18.51052243,73.75324008,33979.12
18.47010228,73.91367608,39157.82
18.4543174,73.75802777,49790.73
18.56327059,73.92798268,49552.82
18.54304643,73.94839255,45504.28
18.55561197,73.80881349,47903.6
18.48194462,73.79206371,20672.23
18.47045572,73.90307267,46049.37
18.4521817,73.80060527,40717.8
18.50258813,73.92311248,41555.94
18.53848765,73.77056852,48130.17
18.50883661,73.77519104,37147.92
18.51562124,73.94583031,60400.74
18.5856238,73.88476778,65222.03
18.50223832,73.91937744,58060.18
18.52709842,73.81486588,91567.9
18.56754795,73.88529675,48498.29
18.50948142,73.86884837,88950.84
18.54331301,73.87063002,52565.68
18.57935456,73.88650649,61912.58
18.59242809,73.86507183,45567.89
18.47206102,73.83581247,60213.79
18.58898814,73.80518454,69076.6
18.52381744,73.90371627,36695.1
18.48873666,73.79525449,22814.87
18.51887036,73.88847086,39096.2
18.59700489,73.79666656,34573.48
18.52389271,73.87506603,75807.48
18.49931274,73.89941565,59594.7
18.54501013,73.79374278,46010.19
18.48602184,73.76198866,34536.12
18.4613795,73.77619475,41511.14
18.46933196,73.87119939,52793.69
18.46920688,73.91988928,31639.34
18.4727854,73.75899936,42707.79
18.47082408,73.89683025,44444.38
18.54613121,73.81826373,40345.33
18.47728201,73.84570567,46248.33
18.50185009,73.93577191,41780.04
18.58451826,73.8163943,50461.38
18.52109425,73.84306739,75827.51
18.55013366,73.75273648,41712.16
18.47584798,73.76631974,44844.06
18.47884335,73.80171832,44808.8
18.45613029,73.75557045,36889.4
18.47534026,73.87627507,52969.11
18.49178855,73.83527967,54219.53
18.47655157,73.85962904,60557.35
18.46330538,73.78492944,46807.99
18.46809538,73.80918641,44814.97
18.51911682,73.88276489,37997.29
18.48095006,73.94306054,39859.48
18.50464048,73.76008335,43620.5
18.52551259,73.92807686,40274.17
18.55355922,73.86537624,45419.85
18.45589682,73.86278391,58701.91
18.56991156,73.85005571,50921.35
18.54418506,73.76387882,61719.37
18.46226385,73.76797537,32177.02
18.58103679,73.8701824,48275.83
18.58813086,73.81819171,58778.84
18.45916169,73.93345361,28370.77
18.49153165,73.83131811,53868.77
18.57093019,73.77865629,36133.84
18.56223895,73.89294377,55513.97
18.47767815,73.80867068,62928.76
18.4814024,73.85509406,48433.01
18.50557082,73.88956656,62516.31
18.52267845,73.93005282,59127.31
18.54273822,73.90843824,45380.76
18.50533705,73.88527221,47352.69
18.51938021,73.88592664,43773.14
18.56212064,73.93918493,30608.16
18.45550248,73.80916482,55754.19
18.48786554,73.75022242,21391.05
18.55700244,73.80439091,67344.14
18.58428103,73.79357828,24616.8
18.52675162,73.88236692,43765.3
18.52981702,73.87674232,70362.7
18.4660758,73.86869228,49634.8
18.51711186,73.75324869,56926.79
18.52989259,73.89575561,53842.37
18.48637058,73.81470608,45865.89
18.49038648,73.8830112,68087.37
18.50659262,73.86131569,91105.43
18.45301068,73.81854619,61655.67
18.49831187,73.77691525,45428.98
18.4817172,73.76888378,38589.49
18.4991246,73.91630367,50430.21
18.46796432,73.93367951,32261.17
18.58357909,73.87995761,48620.16
18.53903887,73.77068682,48518.93
18.55186535,73.83040544,66598.14
18.56837569,73.89578784,59726.69
18.52476633,73.90596418,62975.3
18.46303804,73.77364372,30707.52
18.53056598,73.75000614,52650.72
18.53802617,73.89242741,54847.06
18.56181592,73.82131924,60026.38
18.51474893,73.80089627,51147.84
18.46913705,73.75257949,26649.64
18.49256639,73.85805988,46242.35
18.50446234,73.92023015,64745.94
18.54688759,73.94152633,21987.93
18.53561675,73.86314899,81116.17
18.50341451,73.85289227,79836.48
18.59797729,73.76701128,32457.13
18.54086622,73.85977456,90543.59
18.48558402,73.82599582,61406.7
18.46526737,73.87142706,69091.37
18.47292887,73.82774527,50910.82
18.48689366,73.79805982,55971.58
18.47410221,73.76899306,46769.21
18.47798505,73.81298369,68861.63
18.49276428,73.76932897,49078.83
18.47600604,73.78537939,41535.32
18.58451481,73.94746723,24925.9
18.46203506,73.83882071,39741.77
18.52867671,73.85637435,91840.62
18.51155952,73.92472371,60615.35
18.59735679,73.94911378,43019.9
18.46680584,73.86654289,50332.32
18.50967834,73.91249476,54581.63
18.59542056,73.8153882,49400.82
18.57982607,73.81114879,53432.81
18.57256081,73.83054074,51386.42
18.48868542,73.88450145,69343.82
18.47563314,73.88643834,48959.34
18.55029648,73.81304789,57241.69
18.5894064,73.77664198,32486
18.53351443,73.87647925,86976.21
18.5357419,73.77566517,48733.47
18.49199686,73.8656985,69653.95
18.56542394,73.88868443,44955.6
18.47805656,73.8901223,48553.84
18.49855189,73.90069442,58377.53
18.51381547,73.92457188,46450.7
18.52614156,73.8499918,72057.59
18.48636146,73.89604984,57034.26
18.46722552,73.87383455,61498.88
18.54159301,73.78732799,33141.38
18.49329458,73.75513793,28748.66
18.53718573,73.80690828,56079.25
18.47315441,73.83860674,54653.53
18.52217102,73.87342119,68145.45
18.52988841,73.91999187,43845.62
18.45777353,73.78924914,39174.22
18.50049064,73.77510996,37777.36
18.4701622,73.94269599,45864.87
18.45950625,73.77160891,40297.28
18.59849403,73.84569821,54054.74
18.49835308,73.86711275,69403.33
18.57148117,73.85827488,53661.26
18.4881961,73.76720643,27052.2
18.55222541,73.76140538,41498.65
18.56403418,73.77109669,38855.41
18.53934581,73.86711754,77141.51
18.52073643,73.85886898,77394.01
18.51177614,73.79674816,43742.89
18.50233024,73.87755483,50668.78
18.58942937,73.9140135,41936.31
18.57459291,73.75831579,41197.31
18.59475404,73.84962599,53136.7
18.46864458,73.88786208,53870.26
18.55963012,73.80046239,50864.9
18.59075107,73.81155418,48417.42
18.47718496,73.87272758,44505.52
18.45997444,73.92958706,29089.26
18.5611681,73.91198488,30265.11
18.53617097,73.86662604,83514.59
18.57627432,73.89604434,65120.89
18.47096586,73.82296449,50917.25
18.5692901,73.87819311,70249.94
18.4802441,73.84323632,63866.69
18.47454839,73.78798723,49544.06
18.47463987,73.89034765,68220.71
18.57218621,73.86129293,60409.02
18.54977958,73.82172432,57867.75
18.52845981,73.93226784,39272.88
18.50382457,73.75418682,53468.55
18.58158008,73.81315463,57919.57
18.50886677,73.76137628,47004.54
18.57248992,73.90330546,41427.68
18.51587024,73.89042149,48708.53
18.50654166,73.81627044,54761.98
18.51940197,73.88513258,47337.66
18.49520668,73.82918745,60567.32
18.56214141,73.90125076,68205.57
18.52540806,73.84083673,92309.42
18.4848319,73.83245595,62626.95
18.58493619,73.93694598,21042.7
18.50758368,73.80017582,59152.99
18.53153293,73.77408947,40042.85
18.58597082,73.86690862,68546.45
18.5436357,73.94386436,26538.11
18.46753471,73.82556784,52235.56
18.59097482,73.76240735,44138.52
18.54415621,73.81786105,59121.73
18.50023584,73.85118633,79561.73
18.47089081,73.7823846,40358.72
18.56910378,73.88162044,58375.72
18.54301091,73.94954988,28901.16
18.53001916,73.8403479,86473.96
18.58408389,73.82094571,46040.78
18.56828958,73.83014083,60733.02
18.47275123,73.77302924,20093.33
18.49675831,73.92665472,37506.3
18.48727337,73.83296513,51078.22
18.56159194,73.82745488,49006.48
18.45502987,73.88193805,57405.86
18.53548345,73.83840668,86443.42
18.5643688,73.87964669,70866.6
18.58151485,73.76228926,46648.49
18.50131226,73.91274467,56901.59
18.5731886,73.93810079,34998.08
18.46659476,73.87975308,53698.94
18.57696784,73.94091319,21604.96
18.4691233,73.78028646,30772.91
18.50959309,73.84548324,92535.39
18.5695943,73.87036135,53427.97
18.47248761,73.86634733,55782.17
18.48438771,73.83029236,47201.22
18.55833789,73.81761688,48137.35
18.55800548,73.7753648,23512.71
18.54617214,73.82834849,85498.19
18.55409227,73.78253216,35098.64
18.53140867,73.89687314,53565.92
18.48776986,73.79176619,36406.61
18.5018544,73.76171306,55761.91
18.47723966,73.86047323,64464.98
18.58626758,73.86904595,65050.85
18.53750877,73.92438261,50364.26
18.51012771,73.86539632,77700.51
18.51930087,73.81909617,95087.17
18.5920925,73.91060238,22257.16
18.47300271,73.85805578,46513.26
18.53793447,73.76585606,44384.55
18.5258833,73.86317011,85502.8
18.54171814,73.93160371,35633.1
18.45271653,73.82926253,60625.88
18.58081859,73.80926516,56675.16
18.58981774,73.77869389,36197.64
18.53476998,73.7802891,44501.43
18.55449762,73.8365543,55497.98
18.58837491,73.86913596,46760.81
18.5560858,73.76612308,24917.91
18.47288086,73.93791372,29732.25
18.53644325,73.90102672,56672.24
18.54100726,73.86732478,84732.71
18.5136196,73.91568773,49790.78
18.56046664,73.76603735,38802.19
18.59015505,73.84536778,56691.11
18.58883528,73.87601863,51118.49
18.51762591,73.91573058,38310.77
18.46698571,73.90669391,47946.59
18.59772618,73.80541385,57910.7
18.57583471,73.93817603,41561.51
18.4686994,73.77486917,33919.92
18.58812628,73.92502672,43323.49
18.58048445,73.94418805,38163.99
18.52782571,73.7854307,33410.61
18.53869132,73.89441321,62090
18.50985041,73.7580571,40962.66
18.45821425,73.83108457,43182.91
18.50027959,73.85325666,69725.3
18.57042802,73.86612905,63520.45
