ID,Delivery_person_ID,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Road_traffic_density,Type_of_order,order_count,City,Time_taken (min),cluster
0x6a01,PUNERES07DEL03,18.578078,73.95324,05-04-2022,22:50,22:55,Low,Buffet,1.0,Metropolitian,24,0
0x2846,PUNERES03DEL01,18.581398,73.843841,24-03-2022,12:45,12:50,High,Buffet,2.0,Metropolitian,29,1
0x438e,PUNERES010DEL02,18.531064,73.919089,11-03-2022,08:50,09:05,Low,Meal,2.0,Metropolitian,21,2
0xb036,PUNERES01DEL03,18.601896,73.838149,21-03-2022,18:15,18:25,Medium,Buffet,2.0,Metropolitian,18,1
0x53f2,PUNERES02DEL02,18.58607,73.853432,15-03-2022,17:30,17:45,Medium,Buffet,1.0,Metropolitian,19,1
0xd12,PUNERES18DEL02,18.704652,73.911379,29-03-2022,21:45,21:55,Jam,Meal,2.0,Metropolitian,44,1
0x5d6b,PUNERES11DEL02,18.636749,74.032591,02-04-2022,20:45,0.875,Jam,Drinks,2.0,Urban,35,0
0x59aa,PUNERES05DEL02,18.59858,73.983347,14-03-2022,22:30,22:35,Low,Snack,1.0,Urban,28,0
0x402b,PUNERES010DEL03,18.554073,73.929578,01-03-2022,23:50,1,Low,Drinks,2.0,Urban,18,2
0x1fa6,PUNERES07DEL02,18.551869,73.926321,17-03-2022,11:30,11:40,High,Drinks,2.0,Metropolitian,19,2
0x5269,PUNERES15DEL01,18.685504,73.816815,31-03-2022,22:55,23:05,Low,Snack,1.0,Urban,27,1
0xa75,PUNERES11DEL01,18.531514,73.914894,28-03-2022,10:15,10:25,Low,Buffet,1.0,Metropolitian,18,2
0x1afe,PUNERES17DEL01,18.628098,73.94701,29-03-2022,1,24:10:00,Low,Meal,2.0,Metropolitian,26,0
0xab19,PUNERES19DEL01,18.654895,74.027643,14-03-2022,19:55,20:10,Jam,Buffet,4.0,Metropolitian,43,0
0xb46,PUNERES20DEL02,18.650221,73.854365,20-03-2022,17:25,17:35,Medium,Buffet,3.0,Metropolitian,37,1
0x55d5,PUNERES05DEL02,18.612538,73.987158,06-04-2022,20:30,20:45,Jam,Buffet,2.0,Metropolitian,25,0
0x8c7,PUNERES15DEL02,18.696753,73.835929,23-03-2022,17:55,18:10,Medium,Drinks,2.0,Urban,28,1
0x552f,PUNERES17DEL02,18.638272,73.955009,27-03-2022,17:45,17:50,Medium,Buffet,2.0,Metropolitian,21,0
0xbc8c,PUNERES18DEL02,18.617118,73.840071,13-03-2022,17:55,0.75,Medium,Meal,1.0,Metropolitian,21,1
0xab42,PUNERES15DEL01,18.661357,73.788767,05-04-2022,15:30,15:45,Medium,Meal,1.0,Metropolitian,16,1
0x86b5,PUNERES18DEL02,18.618023,73.838295,15-03-2022,17:45,17:55,Medium,Buffet,2.0,Urban,18,1
0x9a6a,PUNERES08DEL01,18.591342,73.97435,14-03-2022,1,24:10:00,Low,Meal,2.0,Metropolitian,18,0
0x518f,PUNERES20DEL01,18.580595,73.79115,15-03-2022,08:20,08:25,Low,Meal,2.0,Urban,16,1
0x6f5f,PUNERES16DEL03,18.567859,73.897074,01-04-2022,18:55,19:05,Medium,Snack,2.0,Metropolitian,29,2
0xddb,PUNERES09DEL01,18.53228,73.903616,19-03-2022,,11:05,Low,Snack,1.0,Metropolitian,14,2
0x871e,PUNERES14DEL03,18.563851,73.897845,24-03-2022,17:35,17:50,Medium,Meal,2.0,Metropolitian,27,2
0xae85,PUNERES19DEL02,18.627138,73.996472,06-03-2022,21:50,21:55,Jam,Buffet,4.0,Metropolitian,51,0
0xae1b,PUNERES05DEL01,18.593583,73.9662,02-03-2022,18:20,18:35,Medium,Drinks,2.0,Metropolitian,16,0
0x6eaa,PUNERES05DEL03,18.58933,73.957435,11-03-2022,20:35,20:50,Jam,Snack,2.0,Metropolitian,20,0
0x7009,PUNERES09DEL02,18.539974,73.918262,17-03-2022,11:10,11:25,High,Snack,2.0,Metropolitian,31,2
0x1bfc,PUNERES18DEL02,18.651341,73.859334,10-03-2022,19:50,0.833333333,Jam,Meal,2.0,Metropolitian,43,1
0x5f8c,PUNERES02DEL02,18.587275,73.851461,17-03-2022,22:35,22:50,Low,Buffet,2.0,Metropolitian,25,1
0x8aca,PUNERES14DEL02,18.511743,73.866301,26-03-2022,09:15,09:30,Low,Snack,2.0,Urban,18,2
0x9d74,PUNERES09DEL03,18.546415,73.925987,30-03-2022,19:25,19:35,Jam,Snack,2.0,Urban,19,2
0x59a1,PUNERES01DEL02,18.564307,73.78807,11-03-2022,09:15,09:20,Low,Drinks,2.0,Metropolitian,10,1
0xaed7,PUNERES16DEL02,18.536344,73.844119,26-03-2022,09:35,09:40,Low,Snack,2.0,Metropolitian,13,2
0x511c,PUNERES16DEL01,18.550837,73.876668,01-04-2022,12:20,12:25,High,Buffet,2.0,Semi-Urban,49,2
0x97a2,PUNERES05DEL01,18.596291,73.966518,27-03-2022,18:35,18:50,Medium,Buffet,2.0,Urban,30,0
0x67d8,PUNERES08DEL01,18.630027,74.011109,04-03-2022,20:30,20:40,Jam,Snack,2.0,Semi-Urban,52,0
0xbe1a,PUNERES12DEL01,18.515945,73.838818,03-04-2022,10:20,10:25,Low,Buffet,2.0,,23,2
0xb634,PUNERES06DEL03,18.588461,73.966315,05-04-2022,1,24:10:00,Low,Buffet,1.0,Metropolitian,19,0
0x2a7c,PUNERES14DEL02,18.521779,73.858289,21-03-2022,09:25,09:40,Low,Snack,1.0,Metropolitian,14,2
0x45fd,PUNERES14DEL03,18.552932,73.899215,07-03-2022,0.833333333,20:15,Jam,Buffet,2.0,Metropolitian,23,2
0x98f9,PUNERES09DEL02,18.642592,74.017531,06-04-2022,18:10,18:20,Medium,Buffet,2.0,Metropolitian,23,0
0x4e0c,PUNERES11DEL02,18.529753,73.927262,15-03-2022,11:55,12:05,High,Buffet,2.0,Metropolitian,15,2
0x642d,PUNERES07DEL02,18.579054,73.947661,24-03-2022,17:20,17:25,Medium,Buffet,2.0,,24,0
0x566b,PUNERES010DEL03,18.580267,73.957929,03-03-2022,20:40,20:45,Jam,Snack,2.0,Urban,27,0
0x499c,PUNERES03DEL02,18.662171,73.923735,08-03-2022,23:20,23:25,Low,Snack,1.0,Metropolitian,17,0
0x2603,PUNERES010DEL02,18.571935,73.942749,11-03-2022,20:45,20:55,Jam,Buffet,2.0,Metropolitian,38,2
0xae3d,PUNERES19DEL02,18.596207,73.972277,21-03-2022,23:50,24:05:00,Low,Drinks,1.0,Metropolitian,17,0
0x96ee,PUNERES010DEL02,18.542587,73.920421,19-03-2022,11:30,11:35,High,Snack,1.0,Metropolitian,20,2
0x3cf7,PUNERES06DEL03,18.558264,73.942451,01-04-2022,19:20,19:30,Jam,Snack,2.0,Metropolitian,15,2
0x7075,PUNERES02DEL03,18.589915,73.866569,07-03-2022,23:15,23:20,Low,Snack,2.0,Metropolitian,29,2
0x6428,PUNERES03DEL01,18.59709,73.861226,31-03-2022,23:10,23:25,Low,Buffet,1.0,Urban,15,1
0x9fee,PUNERES05DEL01,18.540408,73.914428,11-03-2022,10:40,10:55,Low,Buffet,2.0,Metropolitian,24,2
0x319b,PUNERES02DEL01,18.609441,73.883187,04-04-2022,17:40,17:45,Medium,Drinks,2.0,Metropolitian,28,1
0xb51,PUNERES05DEL01,18.640961,74.012166,25-03-2022,22:20,22:30,Low,Meal,2.0,Metropolitian,15,0
0x70bd,PUNERES17DEL01,18.522952,73.836544,01-04-2022,09:55,10:05,Low,Buffet,2.0,Metropolitian,29,2
0x9b62,PUNERES06DEL03,18.562231,73.927366,05-04-2022,18:30,18:35,Medium,Drinks,1.0,Metropolitian,20,2
0x6143,PUNERES14DEL03,18.58268,73.940114,31-03-2022,18:10,18:25,Medium,Buffet,2.0,Metropolitian,25,0
0x9450,PUNERES14DEL03,18.551331,73.90616,03-03-2022,23:55,1,Low,Snack,1.0,Metropolitian,20,2
0x4a8a,PUNERES01DEL01,18.594312,73.812124,11-03-2022,0.541666667,13:05,High,Buffet,1.0,Metropolitian,22,1
0xb022,PUNERES14DEL02,18.5551,73.900999,15-03-2022,17:55,18:10,Medium,Drinks,2.0,Metropolitian,29,2
0x7884,PUNERES04DEL01,18.558665,73.900083,16-03-2022,21:35,21:40,Jam,Meal,2.0,Urban,17,2
0x64f0,PUNERES14DEL02,18.584478,73.931194,18-03-2022,20:30,20:35,Jam,Meal,2.0,Metropolitian,20,2
0x4546,PUNERES06DEL03,18.611558,73.991459,12-03-2022,17:40,17:50,Medium,Drinks,2.0,Metropolitian,36,0
0x852f,PUNERES11DEL03,18.572456,73.962813,05-04-2022,23:10,23:25,Low,Buffet,1.0,Metropolitian,29,0
0x9ae0,PUNERES07DEL01,18.596608,73.961658,20-03-2022,22:10,22:25,Low,Drinks,2.0,Urban,16,0
0x8c69,PUNERES07DEL03,18.550833,73.938436,24-03-2022,20:55,21:05,Jam,Snack,1.0,Metropolitian,41,2
0x7dd3,PUNERES15DEL02,18.663534,73.793158,03-04-2022,23:40,23:55,Low,Buffet,2.0,Metropolitian,17,1
0x6421,PUNERES05DEL02,18.544916,73.925764,21-03-2022,09:25,09:35,Low,Snack,2.0,Metropolitian,16,2
0x6927,PUNERES06DEL03,18.623662,73.992441,10-03-2022,21:35,21:50,Jam,Meal,2.0,Metropolitian,19,0
0xbd71,PUNERES010DEL01,18.621346,74.008567,20-03-2022,17:45,17:55,Medium,Buffet,2.0,Metropolitian,31,0
0x5f7b,PUNERES010DEL01,18.553342,73.944624,03-03-2022,13:30,13:35,High,Buffet,2.0,Urban,30,2
0x957d,PUNERES19DEL01,18.657456,74.029138,04-03-2022,20:30,20:40,Jam,Buffet,2.0,Metropolitian,42,0
0xb4e3,PUNERES010DEL02,18.600916,73.97625,02-04-2022,23:10,23:20,Low,Meal,1.0,Urban,16,0
0x215a,PUNERES11DEL01,18.58677,73.974783,25-03-2022,21:35,21:40,Jam,Snack,2.0,Metropolitian,24,0
0x3959,PUNERES19DEL01,18.590939,73.964137,21-03-2022,14:50,15:05,High,Buffet,2.0,Metropolitian,22,0
0x6cf8,PUNERES01DEL03,18.637111,73.863555,29-03-2022,18:10,18:15,Medium,Meal,2.0,Metropolitian,30,1
0xb312,PUNERES05DEL02,18.542292,73.92385,19-03-2022,0.375,09:05,Low,Buffet,2.0,Metropolitian,24,2
0x50d,PUNERES12DEL03,18.552435,73.892258,17-03-2022,,22:05,,Drinks,2.0,Metropolitian,31,2
0x54ae,PUNERES13DEL01,18.655509,74.028173,04-04-2022,23:10,23:15,Low,Drinks,2.0,Metropolitian,23,0
0x9435,PUNERES05DEL01,18.588584,73.966623,29-03-2022,22:50,23:05,Low,Meal,2.0,Metropolitian,23,0
0x1b9f,PUNERES08DEL03,18.565965,73.960558,30-03-2022,17:55,0.75,Medium,Meal,2.0,Metropolitian,22,0
0xa32,PUNERES03DEL03,18.595204,73.862653,26-03-2022,,19:05,Medium,Buffet,2.0,Metropolitian,20,1
0x26fa,PUNERES19DEL01,18.575368,73.949453,11-03-2022,12:40,12:50,High,Buffet,1.0,Metropolitian,31,0
0x6fe2,PUNERES12DEL01,18.539984,73.862858,15-03-2022,12:45,12:50,High,Buffet,2.0,Metropolitian,44,2
0x6abe,PUNERES15DEL02,18.633621,73.774087,09-03-2022,11:35,11:40,High,Meal,1.0,Urban,17,1
0x5c33,PUNERES03DEL01,18.580204,73.836418,19-03-2022,14:10,14:15,High,Meal,2.0,Urban,20,1
0x201a,PUNERES17DEL03,18.574439,73.892804,07-03-2022,18:30,18:45,Medium,Drinks,2.0,Metropolitian,31,2
0x3b77,PUNERES19DEL03,18.579953,73.950866,19-03-2022,21:35,21:50,Jam,Drinks,2.0,Urban,16,0
0x90da,PUNERES15DEL02,18.739294,73.885224,14-03-2022,18:55,19:10,Medium,Meal,2.0,Metropolitian,27,1
0xff2,PUNERES11DEL01,18.545657,73.932721,17-03-2022,0.625,15:15,High,Snack,1.0,Metropolitian,23,2
0x539a,PUNERES07DEL01,18.634666,74.005933,06-03-2022,17:15,17:25,Medium,Snack,1.0,Metropolitian,20,0
0xb63f,PUNERES17DEL01,18.552778,73.866302,03-03-2022,16:30,16:35,Medium,Snack,1.0,Metropolitian,35,2
0x461d,PUNERES19DEL02,18.555544,73.930391,26-03-2022,09:30,09:35,Low,Meal,1.0,Metropolitian,15,2
0x50da,PUNERES17DEL02,18.588801,73.916788,16-03-2022,19:55,20:05,Jam,Drinks,2.0,Metropolitian,20,2
0x2db1,PUNERES15DEL01,18.619728,73.765054,01-03-2022,0.5,12:15,High,Snack,2.0,Metropolitian,24,1
0x6fc6,PUNERES06DEL01,18.543196,73.913308,28-03-2022,10:45,0.458333333,Low,Buffet,1.0,Metropolitian,24,2
0x8539,PUNERES09DEL01,18.562216,73.940975,28-03-2022,0.625,15:05,High,Drinks,2.0,Metropolitian,34,2
0x9ce5,PUNERES20DEL02,18.629036,73.826877,15-03-2022,22:35,22:50,Low,Snack,1.0,Urban,29,1
0x16c1,PUNERES04DEL02,18.522354,73.865599,15-03-2022,,08:25,Low,Meal,2.0,Metropolitian,22,2
0x8ceb,PUNERES04DEL01,18.530177,73.874087,01-03-2022,12:50,0.541666667,High,Meal,2.0,Urban,23,2
0x191b,PUNERES18DEL03,18.595287,73.814353,01-04-2022,20:45,0.875,Jam,Buffet,2.0,Metropolitian,30,1
0x9674,PUNERES07DEL02,18.649201,74.03252,08-03-2022,19:20,19:30,Jam,Drinks,2.0,Urban,40,0
0x77bb,PUNERES01DEL02,18.671554,73.898614,20-03-2022,22:25,22:35,Low,Meal,2.0,Metropolitian,44,1
0x59e9,PUNERES20DEL01,18.577447,73.789949,28-03-2022,08:40,08:55,Low,Drinks,1.0,Metropolitian,17,1
0x8139,PUNERES20DEL01,18.650063,73.841095,12-03-2022,22:25,22:35,Low,Meal,2.0,Metropolitian,21,1
0x6f7,PUNERES11DEL02,18.647181,74.031154,25-03-2022,,20:10,Jam,Meal,2.0,,18,0
0x54c1,PUNERES14DEL03,18.523324,73.865095,11-03-2022,23:25,23:35,Low,Buffet,1.0,Urban,12,2
0x9cb7,PUNERES15DEL03,18.639897,73.783313,01-03-2022,17:25,17:40,Medium,Snack,2.0,Metropolitian,33,1
0xa4bc,PUNERES19DEL01,18.659915,74.02444,04-04-2022,22:10,22:25,Low,Drinks,2.0,Metropolitian,19,0
0x86ec,PUNERES06DEL01,18.571433,73.935512,09-03-2022,15:30,15:45,Medium,Buffet,1.0,Urban,32,2
0x8728,PUNERES16DEL03,18.540635,73.862799,07-03-2022,19:55,20:10,Jam,Snack,2.0,Metropolitian,25,2
0x7284,PUNERES010DEL01,18.554224,73.931112,24-03-2022,12:50,12:55,High,Drinks,2.0,Urban,10,2
0x371a,PUNERES03DEL03,18.62154,73.879764,20-03-2022,20:50,20:55,Jam,Drinks,2.0,Metropolitian,24,1
0x613e,PUNERES05DEL01,18.565026,73.953775,21-03-2022,15:50,16:05,Medium,Snack,1.0,Metropolitian,19,0
0x19af,PUNERES010DEL03,18.556307,73.922174,21-03-2022,1,24:05:00,Low,Snack,2.0,Metropolitian,22,2
0x211c,PUNERES03DEL03,18.593244,73.866446,13-03-2022,18:40,18:55,Medium,Drinks,2.0,Metropolitian,21,1
0x7635,PUNERES01DEL01,18.621045,73.840295,02-03-2022,20:55,21:10,Jam,Buffet,1.0,Metropolitian,37,1
0x6ca8,PUNERES06DEL01,18.605085,73.97454,25-03-2022,17:25,17:30,Medium,Meal,2.0,Metropolitian,34,0
0x86a8,PUNERES12DEL01,18.608754,73.940978,04-03-2022,22:20,22:30,Low,Snack,2.0,Metropolitian,20,0
0x766a,PUNERES08DEL02,18.64945,74.032829,10-03-2022,23:55,24:10:00,Low,Drinks,2.0,Metropolitian,26,0
0x3c20,PUNERES16DEL01,18.535238,73.838983,17-03-2022,08:35,08:40,Low,Buffet,2.0,Metropolitian,24,2
0x4e5e,PUNERES18DEL02,18.703737,73.920818,06-03-2022,22:45,0.958333333,Low,Meal,2.0,Metropolitian,24,1
0x7452,PUNERES11DEL03,18.581131,73.961879,03-03-2022,20:35,20:40,Jam,Buffet,2.0,Urban,24,0
0xaf06,PUNERES010DEL02,18.642295,74.031775,31-03-2022,18:30,18:45,Medium,Snack,1.0,Metropolitian,17,0
0x5c7b,PUNERES01DEL02,18.688029,73.907258,06-03-2022,23:30,23:45,Low,Meal,2.0,Urban,19,1
0x1f5a,PUNERES02DEL01,18.593981,73.883104,06-03-2022,20:50,21:05,Jam,Meal,2.0,Metropolitian,24,2
0x511e,PUNERES06DEL03,18.554468,73.930777,24-03-2022,23:20,23:30,Low,Meal,2.0,Urban,27,2
0xb999,PUNERES12DEL01,18.53586,73.865803,03-04-2022,14:30,14:40,High,Buffet,1.0,,25,2
0x6945,PUNERES13DEL03,18.564361,73.949878,19-03-2022,18:35,18:40,Medium,Meal,1.0,Urban,23,2
0x8498,PUNERES14DEL03,18.529942,73.867952,03-04-2022,19:10,19:25,Jam,Meal,1.0,Metropolitian,33,2
0xbd49,PUNERES010DEL03,18.609249,73.985208,04-04-2022,22:10,22:20,Low,Snack,1.0,Urban,15,0
